chr	start	end	chromatin	G2.count	Ychrom
3L_1	9092811	9182769	Euchromatin	0	other
3L_1	9182770	9272727	Euchromatin	0	other
3L_1	9272728	9362686	Euchromatin	0	other
3L_1	9362687	9452645	Euchromatin	1	other
3L_1	9452646	9542603	Euchromatin	0	other
3L_1	9542604	9632562	Euchromatin	3	other
3L_1	9632563	9722520	Euchromatin	0	other
3L_1	9722521	9812479	Euchromatin	1	other
3L_1	9812480	9902437	Euchromatin	1	other
3L_1	9902438	9992396	Euchromatin	0	other
3L_1	9992397	10082354	Euchromatin	0	other
3L_1	10082355	10172313	Euchromatin	0	other
3L_1	10172314	10262271	Euchromatin	0	other
3L_1	10262272	10352230	Euchromatin	1	other
3L_1	10352231	10442188	Euchromatin	0	other
3L_1	10442189	10532147	Euchromatin	0	other
3L_1	10532148	10622105	Euchromatin	0	other
3L_1	10622106	10712064	Euchromatin	0	other
3L_1	10712065	10802023	Euchromatin	1	other
3L_1	10802024	10891981	Euchromatin	0	other
3L_1	10891982	10981940	Euchromatin	1	other
3L_1	10981941	11071898	Euchromatin	0	other
3L_1	11071899	11161857	Euchromatin	0	other
3L_1	11161858	11251815	Euchromatin	0	other
3L_1	11251816	11341774	Euchromatin	1	other
3L_1	11341775	11431732	Euchromatin	0	other
3L_1	11431733	11521691	Euchromatin	0	other
3L_1	11521692	11611649	Euchromatin	0	other
3L_1	11611650	11701608	Euchromatin	0	other
3L_1	11701609	11791566	Euchromatin	0	other
3L_1	11791567	11881525	Euchromatin	0	other
3L_1	11881526	11971483	Euchromatin	0	other
3L_1	11971484	12061442	Euchromatin	0	other
3L_1	12061443	12151401	Euchromatin	0	other
3L_1	12151402	12241359	Euchromatin	0	other
3L_1	12241360	12331318	Euchromatin	0	other
3L_1	12331319	12421276	Euchromatin	0	other
3L_1	12421277	12511235	Euchromatin	1	other
3L_1	12511236	12601193	Euchromatin	0	other
3L_1	12601194	12691152	Euchromatin	0	other
3L_1	12691153	12781110	Euchromatin	0	other
3L_1	12781111	12871069	Euchromatin	0	other
3L_1	12871070	12961027	Euchromatin	1	other
3L_1	12961028	13050986	Euchromatin	0	other
3L_1	13050987	13140944	Euchromatin	0	other
3L_1	13140945	13230903	Euchromatin	0	other
3L_1	13230904	13320861	Euchromatin	1	other
3L_1	13320862	13410820	Euchromatin	1	other
3L_1	13410821	13500779	Euchromatin	0	other
3L_1	13500780	13590737	Euchromatin	0	other
3L_1	13590738	13680696	Euchromatin	0	other
3L_1	13680697	13770654	Euchromatin	0	other
3L_1	13770655	13860613	Euchromatin	0	other
3L_1	13860614	13950571	Euchromatin	0	other
3L_1	13950572	14040530	Euchromatin	1	other
3L_1	14040531	14130488	Euchromatin	1	other
3L_1	14130489	14220447	Euchromatin	0	other
3L_1	14220448	14310405	Euchromatin	0	other
3L_1	14310406	14400364	Euchromatin	0	other
3L_1	14400365	14490322	Euchromatin	0	other
3L_1	14490323	14580281	Euchromatin	0	other
3L_1	14580282	14670239	Euchromatin	0	other
3L_1	14670240	14760198	Euchromatin	0	other
3L_1	14760199	14850157	Euchromatin	0	other
3L_1	14850158	14940115	Euchromatin	2	other
3L_1	14940116	15030074	Euchromatin	1	other
3L_1	15030075	15120032	Euchromatin	0	other
3L_1	15120033	15209991	Euchromatin	0	other
3L_1	15209992	15299949	Euchromatin	0	other
3L_1	15299950	15389908	Euchromatin	0	other
3L_1	15389909	15479866	Euchromatin	0	other
3L_1	15479867	15569825	Euchromatin	0	other
3L_1	15569826	15659783	Euchromatin	0	other
3L_1	15659784	15749742	Euchromatin	1	other
3L_1	15749743	15839700	Euchromatin	0	other
3L_1	15839701	15929659	Euchromatin	0	other
3L_1	15929660	16019617	Euchromatin	0	other
3L_1	16019618	16109576	Euchromatin	0	other
3L_1	16109577	16199535	Euchromatin	0	other
3L_1	16199536	16289493	Euchromatin	0	other
3L_1	16289494	16379452	Euchromatin	0	other
3L_1	16379453	16469410	Euchromatin	0	other
3L_1	16469411	16559369	Euchromatin	0	other
3L_1	16559370	16649327	Euchromatin	0	other
3L_1	16649328	16739286	Euchromatin	0	other
3L_1	16739287	16829244	Euchromatin	1	other
3L_1	16829245	16919203	Euchromatin	0	other
3L_1	16919204	17009161	Euchromatin	0	other
3L_1	17009162	17099120	Euchromatin	1	other
3L_1	17099121	17189078	Euchromatin	0	other
3L_1	17189079	17279037	Euchromatin	0	other
3L_1	17279038	17368995	Euchromatin	0	other
3L_1	17368996	17458954	Euchromatin	0	other
3L_1	17458955	17548913	Euchromatin	0	other
3L_1	17548914	17638871	Euchromatin	0	other
3L_1	17638872	17728830	Euchromatin	2	other
3L_1	17728831	17818788	Euchromatin	0	other
3L_1	17818789	17908747	Euchromatin	0	other
3L_1	17908748	17998705	Euchromatin	0	other
3L_1	17998706	18088664	Euchromatin	0	other
3L_1	18088665	18178622	Euchromatin	1	other
3L_1	18178623	18268581	Euchromatin	0	other
3L_1	18268582	18358539	Euchromatin	0	other
3L_1	18358540	18448498	Euchromatin	0	other
3L_1	18448499	18538456	Euchromatin	0	other
3L_1	18538457	18628415	Euchromatin	0	other
3L_1	18628416	18718373	Euchromatin	0	other
3L_1	18718374	18808332	Euchromatin	0	other
3L_1	18808333	18898291	Euchromatin	0	other
3L_1	18898292	18988249	Euchromatin	0	other
3L_1	18988250	19078208	Euchromatin	0	other
3L_1	19078209	19168166	Euchromatin	1	other
3L_1	19168167	19258125	Euchromatin	0	other
3L_1	19258126	19348083	Euchromatin	0	other
3L_1	19348084	19438042	Euchromatin	0	other
3L_1	19438043	19528000	Euchromatin	0	other
3L_1	19528001	19617959	Euchromatin	0	other
3L_1	19617960	19707917	Euchromatin	0	other
3L_1	19707918	19797876	Euchromatin	0	other
3L_1	19797877	19887834	Euchromatin	0	other
3L_1	19887835	19977793	Euchromatin	0	other
3L_1	19977794	20067751	Euchromatin	0	other
3L_1	20067752	20157710	Euchromatin	0	other
3L_1	20157711	20247669	Euchromatin	1	other
3L_1	20247670	20337627	Euchromatin	0	other
3L_1	20337628	20427586	Euchromatin	0	other
3L_1	20427587	20517544	Euchromatin	0	other
3L_1	20517545	20607503	Euchromatin	0	other
3L_1	20607504	20697461	Euchromatin	0	other
3L_1	20697462	20787420	Euchromatin	0	other
3L_1	20787421	20877378	Euchromatin	0	other
3L_1	20877379	20967337	Euchromatin	0	other
3L_1	20967338	21057295	Euchromatin	0	other
3L_1	21057296	21147254	Euchromatin	0	other
3L_1	21147255	21237212	Euchromatin	1	other
3L_1	21237213	21327171	Euchromatin	0	other
3L_1	21327172	21417129	Euchromatin	0	other
3L_1	21417130	21507088	Euchromatin	1	other
3L_1	21507089	21597047	Euchromatin	0	other
3L_1	21597048	21687005	Euchromatin	0	other
3L_1	21687006	21776964	Euchromatin	0	other
3L_1	21776965	21866922	Euchromatin	0	other
3L_1	21866923	21956881	Euchromatin	0	other
3L_1	21956882	22046839	Euchromatin	0	other
3L_1	22046840	22136798	Euchromatin	0	other
3L_1	22136799	22226756	Euchromatin	0	other
3L_1	22226757	22316715	Euchromatin	0	other
3L_1	22316716	22406673	Euchromatin	0	other
3L_1	22406674	22496632	Euchromatin	0	other
3L_1	22496633	22586590	Euchromatin	1	other
3L_1	22586591	22676549	Euchromatin	0	other
3L_1	22676550	22766507	Euchromatin	0	other
3L_1	22766508	22856466	Euchromatin	0	other
3L_1	22856467	22946425	Euchromatin	0	other
3R_28	0	89905	Euchromatin	0	other
3R_28	89906	179812	Euchromatin	1	other
3R_28	179813	269719	Euchromatin	0	other
3R_28	269720	359626	Euchromatin	0	other
3R_28	359627	449532	Euchromatin	0	other
3R_28	449533	539439	Euchromatin	0	other
3R_28	539440	629346	Euchromatin	0	other
3R_28	629347	719253	Euchromatin	0	other
3R_28	719254	809159	Euchromatin	0	other
3R_28	809160	899066	Euchromatin	0	other
3R_28	899067	988973	Euchromatin	0	other
3R_28	988974	1078880	Euchromatin	0	other
3R_28	1078881	1168786	Euchromatin	1	other
3R_28	1168787	1258693	Euchromatin	1	other
3R_28	1258694	1348600	Euchromatin	1	other
3R_28	1348601	1438507	Euchromatin	0	other
3R_28	1438508	1528413	Euchromatin	0	other
3R_28	1528414	1618320	Euchromatin	0	other
3R_28	1618321	1708227	Euchromatin	0	other
3R_28	1708228	1798134	Euchromatin	0	other
3R_28	1798135	1888040	Euchromatin	0	other
3R_28	1888041	1977947	Euchromatin	0	other
3R_28	1977948	2067854	Euchromatin	0	other
3R_28	2067855	2157761	Euchromatin	0	other
3R_28	2157762	2247667	Euchromatin	0	other
3R_28	2247668	2337574	Euchromatin	1	other
3R_28	2337575	2427481	Euchromatin	0	other
3R_28	2427482	2517388	Euchromatin	1	other
3R_28	2517389	2607294	Euchromatin	0	other
3R_28	2607295	2697201	Euchromatin	0	other
3R_28	2697202	2787108	Euchromatin	1	other
3R_28	2787109	2877015	Euchromatin	0	other
3R_28	2877016	2966921	Euchromatin	0	other
3R_28	2966922	3056828	Euchromatin	0	other
3R_28	3056829	3146735	Euchromatin	0	other
3R_28	3146736	3236642	Euchromatin	0	other
3R_28	3236643	3326548	Euchromatin	2	other
3R_28	3326549	3416455	Euchromatin	0	other
3R_28	3416456	3506362	Euchromatin	0	other
3R_28	3506363	3596269	Euchromatin	0	other
3R_28	3596270	3686175	Euchromatin	0	other
3R_28	3686176	3776082	Euchromatin	0	other
3R_28	3776083	3865989	Euchromatin	0	other
3R_28	3865990	3955896	Euchromatin	1	other
3R_28	3955897	4045803	Euchromatin	0	other
3R_28	4045804	4135709	Euchromatin	0	other
3R_28	4135710	4225616	Euchromatin	0	other
3R_28	4225617	4315523	Euchromatin	0	other
3R_28	4315524	4405430	Euchromatin	0	other
3R_28	4405431	4495336	Euchromatin	0	other
3R_28	4495337	4585243	Euchromatin	0	other
3R_28	4585244	4675150	Euchromatin	0	other
3R_28	4675151	4765057	Euchromatin	0	other
3R_28	4765058	4854963	Euchromatin	1	other
3R_28	4854964	4944870	Euchromatin	0	other
3R_28	4944871	5034777	Euchromatin	1	other
3R_28	5034778	5124684	Euchromatin	0	other
3R_28	5124685	5214590	Euchromatin	0	other
3R_28	5214591	5304497	Euchromatin	0	other
3R_28	5304498	5394404	Euchromatin	0	other
3R_28	5394405	5484311	Euchromatin	0	other
3R_28	5484312	5574217	Euchromatin	0	other
3R_28	5574218	5664124	Euchromatin	0	other
3R_28	5664125	5754031	Euchromatin	1	other
3R_28	5754032	5843938	Euchromatin	0	other
3R_28	5843939	5933844	Euchromatin	0	other
3R_28	5933845	6023751	Euchromatin	0	other
3R_28	6023752	6113658	Euchromatin	0	other
3R_28	6113659	6203565	Euchromatin	0	other
3R_28	6203566	6293471	Euchromatin	0	other
3R_28	6293472	6383378	Euchromatin	0	other
3R_28	6383379	6473285	Euchromatin	0	other
3R_28	6473286	6563192	Euchromatin	0	other
3R_28	6563193	6653098	Euchromatin	1	other
3R_28	6653099	6743005	Euchromatin	0	other
3R_28	6743006	6832912	Euchromatin	1	other
3R_28	6832913	6922819	Euchromatin	0	other
3R_28	6922820	7012725	Euchromatin	0	other
3R_28	7012726	7102632	Euchromatin	0	other
3R_28	7102633	7192539	Euchromatin	0	other
3R_28	7192540	7282446	Euchromatin	0	other
3R_28	7282447	7372352	Euchromatin	0	other
3R_28	7372353	7462259	Euchromatin	0	other
3R_28	7462260	7552166	Euchromatin	0	other
3R_28	7552167	7642073	Euchromatin	0	other
3R_28	7642074	7731979	Euchromatin	0	other
3R_28	7731980	7821886	Euchromatin	0	other
3R_28	7821887	7911793	Euchromatin	0	other
3R_28	7911794	8001700	Euchromatin	0	other
3R_28	8001701	8091607	Euchromatin	0	other
3R_28	8091608	8181513	Euchromatin	0	other
3R_28	8181514	8271420	Euchromatin	0	other
3R_28	8271421	8361327	Euchromatin	0	other
3R_28	8361328	8451234	Euchromatin	0	other
3R_28	8451235	8541140	Euchromatin	0	other
3R_28	8541141	8631047	Euchromatin	0	other
3R_28	8631048	8720954	Euchromatin	0	other
3R_28	8720955	8810861	Euchromatin	0	other
3R_28	8810862	8900767	Euchromatin	0	other
3R_28	8900768	8990674	Euchromatin	1	other
3R_28	8990675	9080581	Euchromatin	1	other
3R_28	9080582	9170488	Euchromatin	0	other
3R_28	9170489	9260394	Euchromatin	0	other
3R_28	9260395	9350301	Euchromatin	0	other
3R_28	9350302	9440208	Euchromatin	0	other
3R_28	9440209	9530115	Euchromatin	0	other
3R_28	9530116	9620021	Euchromatin	0	other
3R_28	9620022	9709928	Euchromatin	0	other
3R_28	9709929	9799835	Euchromatin	0	other
3R_28	9799836	9889742	Euchromatin	0	other
3R_28	9889743	9979648	Euchromatin	0	other
3R_28	9979649	10069555	Euchromatin	0	other
3R_28	10069556	10159462	Euchromatin	0	other
3R_28	10159463	10249369	Euchromatin	0	other
3R_28	10249370	10339275	Euchromatin	0	other
3R_28	10339276	10429182	Euchromatin	0	other
3R_28	10429183	10519089	Euchromatin	0	other
3R_28	10519090	10608996	Euchromatin	0	other
3R_28	10608997	10698902	Euchromatin	0	other
3R_28	10698903	10788809	Euchromatin	0	other
3R_28	10788810	10878716	Euchromatin	1	other
3R_28	10878717	10968623	Euchromatin	0	other
3R_28	10968624	11058529	Euchromatin	0	other
3R_28	11058530	11148436	Euchromatin	0	other
3R_28	11148437	11238343	Euchromatin	0	other
3R_28	11238344	11328250	Euchromatin	0	other
3R_28	11328251	11418156	Euchromatin	0	other
3R_28	11418157	11508063	Euchromatin	0	other
3R_28	11508064	11597970	Euchromatin	0	other
3R_28	11597971	11687877	Euchromatin	0	other
3R_28	11687878	11777783	Euchromatin	0	other
3R_28	11777784	11867690	Euchromatin	0	other
3R_28	11867691	11957597	Euchromatin	0	other
3R_28	11957598	12047504	Euchromatin	0	other
3R_28	12047505	12137411	Euchromatin	0	other
3R_28	12137412	12227317	Euchromatin	0	other
3R_28	12227318	12317224	Euchromatin	0	other
3R_28	12317225	12407131	Euchromatin	0	other
3R_28	12407132	12497038	Euchromatin	0	other
3R_28	12497039	12586944	Euchromatin	0	other
3R_28	12586945	12676851	Euchromatin	0	other
3R_28	12676852	12766758	Euchromatin	0	other
3R_28	12766759	12856665	Euchromatin	0	other
3R_28	12856666	12946571	Euchromatin	0	other
3R_28	12946572	13036478	Euchromatin	0	other
3R_28	13036479	13126385	Euchromatin	0	other
3R_28	13126386	13216292	Euchromatin	0	other
3R_28	13216293	13306198	Euchromatin	0	other
3R_28	13306199	13396105	Euchromatin	0	other
3R_28	13396106	13486012	Euchromatin	0	other
3R_28	13486013	13575919	Euchromatin	1	other
3R_28	13575920	13665825	Euchromatin	0	other
3R_28	13665826	13755732	Euchromatin	0	other
3R_28	13755733	13845639	Euchromatin	0	other
3R_28	13845640	13935546	Euchromatin	0	other
3R_28	13935547	14025452	Euchromatin	0	other
3R_28	14025453	14115359	Euchromatin	0	other
3R_28	14115360	14205266	Euchromatin	0	other
3R_28	14205267	14295173	Euchromatin	0	other
3R_28	14295174	14385079	Euchromatin	0	other
3R_28	14385080	14474986	Euchromatin	0	other
3R_28	14474987	14564893	Euchromatin	0	other
3R_28	14564894	14654800	Euchromatin	0	other
3R_28	14654801	14744706	Euchromatin	0	other
3R_28	14744707	14834613	Euchromatin	0	other
3R_28	14834614	14924520	Euchromatin	0	other
3R_28	14924521	15014427	Euchromatin	0	other
3R_28	15014428	15104333	Euchromatin	1	other
3R_28	15104334	15194240	Euchromatin	0	other
3R_28	15194241	15284147	Euchromatin	0	other
3R_28	15284148	15374054	Euchromatin	0	other
3R_28	15374055	15463960	Euchromatin	0	other
3R_28	15463961	15553867	Euchromatin	0	other
3R_28	15553868	15643774	Euchromatin	0	other
3R_28	15643775	15733681	Euchromatin	0	other
3R_28	15733682	15823587	Euchromatin	0	other
3R_28	15823588	15913494	Euchromatin	0	other
3R_28	15913495	16003401	Euchromatin	0	other
3R_28	16003402	16093308	Euchromatin	0	other
3R_28	16093309	16183215	Euchromatin	1	other
3R_28	16183216	16273121	Euchromatin	0	other
3R_28	16273122	16363028	Euchromatin	0	other
3R_28	16363029	16452935	Euchromatin	0	other
3R_28	16452936	16542842	Euchromatin	0	other
3R_28	16542843	16632748	Euchromatin	0	other
3R_28	16632749	16722655	Euchromatin	0	other
3R_28	16722656	16812562	Euchromatin	0	other
3R_28	16812563	16902469	Euchromatin	1	other
3R_28	16902470	16992375	Euchromatin	0	other
3R_28	16992376	17082282	Euchromatin	0	other
3R_28	17082283	17172189	Euchromatin	0	other
3R_28	17172190	17262096	Euchromatin	0	other
3R_28	17262097	17352002	Euchromatin	0	other
3R_28	17352003	17441909	Euchromatin	0	other
3R_28	17441910	17531816	Euchromatin	0	other
3R_28	17531817	17621723	Euchromatin	0	other
3R_28	17621724	17711629	Euchromatin	0	other
3R_28	17711630	17801536	Euchromatin	1	other
3R_28	17801537	17891443	Euchromatin	0	other
3R_28	17891444	17981350	Euchromatin	1	other
3R_28	17981351	18071256	Euchromatin	0	other
3R_28	18071257	18161163	Euchromatin	0	other
3R_28	18161164	18251070	Euchromatin	0	other
3R_28	18251071	18340977	Euchromatin	0	other
3R_28	18340978	18430883	Euchromatin	0	other
3R_28	18430884	18520790	Euchromatin	1	other
3R_28	18520791	18610697	Euchromatin	0	other
3R_28	18610698	18700604	Euchromatin	2	other
3R_28	18700605	18790510	Euchromatin	0	other
3R_28	18790511	18880417	Euchromatin	0	other
3R_28	18880418	18970324	Euchromatin	0	other
3R_28	18970325	19060231	Euchromatin	0	other
3R_28	19060232	19150137	Euchromatin	0	other
3R_28	19150138	19240044	Euchromatin	0	other
3R_28	19240045	19329951	Euchromatin	0	other
3R_28	19329952	19419858	Euchromatin	0	other
3R_28	19419859	19509764	Euchromatin	0	other
3R_28	19509765	19599671	Euchromatin	0	other
3R_28	19599672	19689578	Euchromatin	1	other
3R_28	19689579	19779485	Euchromatin	0	other
3R_28	19779486	19869391	Euchromatin	0	other
3R_28	19869392	19959298	Euchromatin	0	other
3R_28	19959299	20049205	Euchromatin	0	other
3R_28	20049206	20139112	Euchromatin	0	other
3R_28	20139113	20229019	Euchromatin	0	other
3R_28	20229020	20318925	Euchromatin	0	other
3R_28	20318926	20408832	Euchromatin	0	other
3R_28	20408833	20498739	Euchromatin	1	other
3R_28	20498740	20588646	Euchromatin	0	other
3R_28	20588647	20678552	Euchromatin	0	other
3R_28	20678553	20768459	Euchromatin	0	other
3R_28	20768460	20858366	Euchromatin	0	other
3R_28	20858367	20948273	Euchromatin	0	other
3R_28	20948274	21038179	Euchromatin	0	other
3R_28	21038180	21128086	Euchromatin	0	other
3R_28	21128087	21217993	Euchromatin	0	other
3R_28	21217994	21307900	Euchromatin	0	other
3R_28	21307901	21397806	Euchromatin	0	other
3R_28	21397807	21487713	Euchromatin	0	other
3R_28	21487714	21577620	Euchromatin	0	other
3R_28	21577621	21667527	Euchromatin	0	other
3R_28	21667528	21757433	Euchromatin	0	other
3R_28	21757434	21847340	Euchromatin	0	other
3R_28	21847341	21937247	Euchromatin	0	other
3R_28	21937248	22027154	Euchromatin	0	other
3R_28	22027155	22117060	Euchromatin	0	other
3R_28	22117061	22206967	Euchromatin	0	other
3R_28	22206968	22296874	Euchromatin	0	other
3R_28	22296875	22386781	Euchromatin	0	other
3R_28	22386782	22476687	Euchromatin	0	other
3R_28	22476688	22566594	Euchromatin	0	other
3R_28	22566595	22656501	Euchromatin	0	other
3R_28	22656502	22746408	Euchromatin	0	other
3R_28	22746409	22836314	Euchromatin	0	other
3R_28	22836315	22926221	Euchromatin	1	other
3R_28	22926222	23016128	Euchromatin	0	other
3R_28	23016129	23106035	Euchromatin	0	other
3R_28	23106036	23195941	Euchromatin	0	other
3R_28	23195942	23285848	Euchromatin	2	other
3R_28	23285849	23375755	Euchromatin	0	other
3R_28	23375756	23465662	Euchromatin	0	other
3R_28	23465663	23555568	Euchromatin	0	other
3R_28	23555569	23645475	Euchromatin	0	other
3R_28	23645476	23735382	Euchromatin	0	other
3R_28	23735383	23825289	Euchromatin	0	other
3R_28	23825290	23915195	Euchromatin	0	other
3R_28	23915196	24005102	Euchromatin	0	other
3R_28	24005103	24095009	Euchromatin	0	other
3R_28	24095010	24184916	Euchromatin	0	other
3R_28	24184917	24274823	Euchromatin	1	other
3R_28	24274824	24364729	Euchromatin	0	other
3R_28	24364730	24454636	Euchromatin	0	other
3R_28	24454637	24544543	Euchromatin	0	other
3R_28	24544544	24634450	Euchromatin	1	other
3R_28	24634451	24724356	Euchromatin	0	other
3R_28	24724357	24814263	Euchromatin	0	other
3R_28	24814264	24904170	Euchromatin	0	other
3R_28	24904171	24994077	Euchromatin	0	other
3R_28	24994078	25083983	Euchromatin	0	other
3R_28	25083984	25173890	Euchromatin	0	other
3R_28	25173891	25263797	Euchromatin	0	other
3R_28	25263798	25353704	Euchromatin	0	other
3R_28	25353705	25443610	Euchromatin	0	other
3R_28	25443611	25533517	Euchromatin	0	other
3R_28	25533518	25623424	Euchromatin	0	other
3R_28	25623425	25713331	Euchromatin	0	other
3R_28	25713332	25803237	Euchromatin	0	other
3R_28	25803238	25893144	Euchromatin	0	other
3R_28	25893145	25983051	Euchromatin	0	other
3R_28	25983052	26072958	Euchromatin	0	other
3R_28	26072959	26162864	Euchromatin	1	other
3R_28	26162865	26252771	Euchromatin	0	other
3R_28	26252772	26342678	Euchromatin	0	other
3R_28	26342679	26432585	Euchromatin	0	other
3R_28	26432586	26522491	Euchromatin	0	other
3R_28	26522492	26612398	Euchromatin	0	other
3R_28	26612399	26702305	Euchromatin	0	other
3R_28	26702306	26792212	Euchromatin	0	other
3R_28	26792213	26882118	Euchromatin	0	other
3R_28	26882119	26972025	Euchromatin	0	other
3R_28	26972026	27061932	Euchromatin	1	other
3R_28	27061933	27151839	Euchromatin	0	other
3R_28	27151840	27241745	Euchromatin	0	other
3R_28	27241746	27331652	Euchromatin	0	other
3R_28	27331653	27421559	Euchromatin	0	other
3R_28	27421560	27511466	Euchromatin	1	other
3R_28	27511467	27601372	Euchromatin	0	other
3R_28	27601373	27691279	Euchromatin	0	other
3R_28	27691280	27781186	Euchromatin	0	other
3R_28	27781187	27871093	Euchromatin	0	other
3R_28	27871094	27960999	Euchromatin	0	other
4_2	50000	134514	Euchromatin	0	other
4_2	134515	219030	Euchromatin	0	other
4_2	219031	303546	Euchromatin	0	other
4_2	303547	388061	Euchromatin	0	other
4_2	388062	472577	Euchromatin	0	other
4_2	472578	557093	Euchromatin	0	other
4_2	557094	641609	Euchromatin	0	other
4_2	641610	726124	Euchromatin	0	other
4_2	726125	810640	Euchromatin	0	other
4_2	810641	895156	Euchromatin	0	other
4_2	895157	979672	Euchromatin	0	other
4_2	979673	1064187	Euchromatin	0	other
4_2	1064188	1148703	Euchromatin	0	other
4_2	1148704	1233219	Euchromatin	0	other
4_2	1233220	1317735	Euchromatin	0	other
X_1	123800	213438	Euchromatin	0	other
X_1	213439	303077	Euchromatin	0	other
X_1	303078	392716	Euchromatin	1	other
X_1	392717	482355	Euchromatin	0	other
X_1	482356	571994	Euchromatin	0	other
X_1	571995	661633	Euchromatin	0	other
X_1	661634	751273	Euchromatin	0	other
X_1	751274	840912	Euchromatin	1	other
X_1	840913	930551	Euchromatin	0	other
X_1	930552	1020190	Euchromatin	1	other
X_1	1020191	1109829	Euchromatin	0	other
X_1	1109830	1199468	Euchromatin	0	other
X_1	1199469	1289107	Euchromatin	0	other
X_1	1289108	1378747	Euchromatin	0	other
X_1	1378748	1468386	Euchromatin	0	other
X_1	1468387	1558025	Euchromatin	0	other
X_1	1558026	1647664	Euchromatin	0	other
X_1	1647665	1737303	Euchromatin	0	other
X_1	1737304	1826942	Euchromatin	0	other
X_1	1826943	1916582	Euchromatin	0	other
X_1	1916583	2006221	Euchromatin	0	other
X_1	2006222	2095860	Euchromatin	0	other
X_1	2095861	2185499	Euchromatin	0	other
X_1	2185500	2275138	Euchromatin	0	other
X_1	2275139	2364777	Euchromatin	0	other
X_1	2364778	2454416	Euchromatin	0	other
X_1	2454417	2544056	Euchromatin	0	other
X_1	2544057	2633695	Euchromatin	0	other
X_1	2633696	2723334	Euchromatin	0	other
X_1	2723335	2812973	Euchromatin	0	other
X_1	2812974	2902612	Euchromatin	0	other
X_1	2902613	2992251	Euchromatin	0	other
X_1	2992252	3081891	Euchromatin	0	other
X_1	3081892	3171530	Euchromatin	0	other
X_1	3171531	3261169	Euchromatin	0	other
X_1	3261170	3350808	Euchromatin	0	other
X_1	3350809	3440447	Euchromatin	0	other
X_1	3440448	3530086	Euchromatin	0	other
X_1	3530087	3619725	Euchromatin	0	other
X_1	3619726	3709365	Euchromatin	0	other
X_1	3709366	3799004	Euchromatin	0	other
X_1	3799005	3888643	Euchromatin	0	other
X_1	3888644	3978282	Euchromatin	0	other
X_1	3978283	4067921	Euchromatin	0	other
X_1	4067922	4157560	Euchromatin	1	other
X_1	4157561	4247200	Euchromatin	0	other
X_1	4247201	4336839	Euchromatin	0	other
X_1	4336840	4426478	Euchromatin	0	other
X_1	4426479	4516117	Euchromatin	0	other
X_1	4516118	4605756	Euchromatin	0	other
X_1	4605757	4695395	Euchromatin	0	other
X_1	4695396	4785034	Euchromatin	0	other
X_1	4785035	4874674	Euchromatin	0	other
X_1	4874675	4964313	Euchromatin	0	other
X_1	4964314	5053952	Euchromatin	0	other
X_1	5053953	5143591	Euchromatin	0	other
X_1	5143592	5233230	Euchromatin	1	other
X_1	5233231	5322869	Euchromatin	0	other
X_1	5322870	5412508	Euchromatin	0	other
X_1	5412509	5502148	Euchromatin	0	other
X_1	5502149	5591787	Euchromatin	1	other
X_1	5591788	5681426	Euchromatin	0	other
X_1	5681427	5771065	Euchromatin	0	other
X_1	5771066	5860704	Euchromatin	0	other
X_1	5860705	5950343	Euchromatin	0	other
X_1	5950344	6039983	Euchromatin	0	other
X_1	6039984	6129622	Euchromatin	0	other
X_1	6129623	6219261	Euchromatin	0	other
X_1	6219262	6308900	Euchromatin	0	other
X_1	6308901	6398539	Euchromatin	0	other
X_1	6398540	6488178	Euchromatin	1	other
X_1	6488179	6577817	Euchromatin	0	other
X_1	6577818	6667457	Euchromatin	0	other
X_1	6667458	6757096	Euchromatin	0	other
X_1	6757097	6846735	Euchromatin	0	other
X_1	6846736	6936374	Euchromatin	0	other
X_1	6936375	7026013	Euchromatin	0	other
X_1	7026014	7115652	Euchromatin	0	other
X_1	7115653	7205292	Euchromatin	0	other
X_1	7205293	7294931	Euchromatin	0	other
X_1	7294932	7384570	Euchromatin	0	other
X_1	7384571	7474209	Euchromatin	0	other
X_1	7474210	7563848	Euchromatin	0	other
X_1	7563849	7653487	Euchromatin	0	other
X_1	7653488	7743126	Euchromatin	0	other
X_1	7743127	7832766	Euchromatin	0	other
X_1	7832767	7922405	Euchromatin	0	other
X_1	7922406	8012044	Euchromatin	0	other
X_1	8012045	8101683	Euchromatin	0	other
X_1	8101684	8191322	Euchromatin	0	other
X_1	8191323	8280961	Euchromatin	0	other
X_1	8280962	8370601	Euchromatin	0	other
X_1	8370602	8460240	Euchromatin	0	other
X_1	8460241	8549879	Euchromatin	0	other
X_1	8549880	8639518	Euchromatin	0	other
X_1	8639519	8729157	Euchromatin	0	other
X_1	8729158	8818796	Euchromatin	0	other
X_1	8818797	8908435	Euchromatin	0	other
X_1	8908436	8998075	Euchromatin	0	other
X_1	8998076	9087714	Euchromatin	0	other
X_1	9087715	9177353	Euchromatin	0	other
X_1	9177354	9266992	Euchromatin	0	other
X_1	9266993	9356631	Euchromatin	0	other
X_1	9356632	9446270	Euchromatin	0	other
X_1	9446271	9535909	Euchromatin	1	other
X_1	9535910	9625549	Euchromatin	0	other
X_1	9625550	9715188	Euchromatin	0	other
X_1	9715189	9804827	Euchromatin	0	other
X_1	9804828	9894466	Euchromatin	0	other
X_1	9894467	9984105	Euchromatin	0	other
